Tên eBook: Iliad và Odyssey (full prc, pdf, epub)	 ~~~ Fordította: Devecseri Gábor ~~~  ~~~  ~~~  ~~~  ~~~ 	-0.234286
	A MEK EGYESÜLET TÁMOGATÁSA ~~~  ~~~ 	-0.3
		0.3
		0.3
Tác giả: Homer	Eredeti kiadvány:	0.2625
		0.3
	Odüsszeia / Homérosz	-0.3
		0.3
Thể loại: Sử thi, Trường ca, Văn học phương Tây	Szentendre, Interpopulart, 1993	0.06
		0.3
		0.3
		0.3
	Elektronikus kiadvány a	-0.3
		0.3
	Magyar Elektronikus Könyvtárban:	-0.3
		0.3
Dịch giả: Đỗ Khánh Hoan	http://www.mek.oszk.hu/00400/00408 ~~~ 	-0.0375
		0.3
		0.3
		0.3
		0.3
	Készült a MEK Egyesület megbízásából.	-0.3
	Kérjük, támogassa munkánkat adományokkal vagy az SZJA 1%-ának felajánlásával!	-0.3
	A MEK Egyesület adószáma: 18100277-1-41	-0.3
		0.3
Nguồn: tve-4u.org	Bankszámlaszáma:	0.3
		0.3
	CIB Bank Zrt.	-0.3
	10700464-66140997-51100005	-0.3
		0.3
	Honlapja: http://mek.oszk.hu/egyesulet/	-0.3
		0.3
		0.3
		0.3
Ebook: Đào Tiểu Vũ's eBook - http://www.dtv-ebook.com	Külföldről történő átutalás esetén: ~~~  ~~~ SWIFT/BIC kód: CIBHHUHB	-0.120455
		0.3
	IBAN: HU93-1070-0464-6614-0997-5110-0005	-0.3
		0.3
		0.3
		0.3
		0.3
Giới thiệu:	 ~~~ ELSŐ ÉNEK –	-0.01
	 ~~~ AZ ISTENEK GYŰLÉSE	-0.3
	 ~~~ ATHÉNÉ INTELME TÉLEMAKHOSZHOZ	-0.3
		0.3
		0.3
		0.3
liad và Odyssey của đại thi hào Homer chính là hai thiên sử thi kinh điển và là cột trụ của văn minh phương Tây.	 ~~~ Férfiuról szólj nékem, Múzsa, ki sokfele bolygott	-0.191176
Ngay cả những chính trị gia lỗi lạc như Plato, Aristotle hay bậc quân vương như Alexander Đại Đế cũng xem việc đọc hai tác phẩm này là một.	 ~~~ s hosszan hányódott, földúlván szentfalu Tróját, ~~~  ~~~ sok nép városait, s eszejárását kitanulta, ~~~  ~~~ s tengeren is sok erős gyötrelmet tűrt a szivében,	-0.290566
Bắt đầu từ những nhà truyền giáo cho tới kỷ nguyên toàn cầu hóa và tiếp tục trong tương lai, những ảnh hưởng của văn minh phương Tây tới Việt Nam không chỉ dừng lại ở khoa học cơ bản, mà còn mở rộng đến các ngành khoa học xã hội và nghệ thuật.		-0.6
Vì vậy, để thực sự khai thác xu hướng này, chúng ta cần tìm hiểu nền tảng và cội nguồn của văn minh phương Tây: Hy Lạp cổ đại.	menteni vágyva saját lelkét, társak hazatértét. ~~~ Csakhogy nem tarthatta meg őket, akárhogy akarta:	-0.071875
Không hề quá lời khi cho rằng, việc tìm hiểu Hy Lạp cổ đại là một điều kiện tiên quyết nhằm mang lại sự hiểu biết thấu đáo liên quan đến những luận điểm và học thuyết chủ đạo đang chi phối thế giới mà chúng ta đang sống: Lịch Sử và Thần Thoại, Giới Tính và Xác Thân, Tôn Giáo và Hôn Nhân, Chính Trị và Dân Chủ…		-0.3
		0.3
	mert önnön buta vétkeikért odavesztek a társak,	-0.3
		0.3
	balgák: fölfalták Hüperíón Éeliosznak	-0.3
		0.3
Iliad và Odyssey là những bản trường ca của binh lửa và giáo gươm.	barmait, és hazatértük napját ő elorozta.	0.0928571
Ở đó những kẻ nhút nhát và rụt rè trước chiến trận mới chính là đối tượng bị dè bỉu.	Istennő, Zeusz lánya, beszélj minekünk is ezekből. ~~~ Hát aki megmenekült meredek vészből, valamennyi	-0.00612245
Nhưng Homer không cổ súy cho chiến tranh mà dùng chiến tranh để thử thách con người và dùng Cái Chết để bộc lộ đức hạnh của họ.	 ~~~ otthon volt, túl háborun és a vizek veszedelmén;	-0.29375
Aristotle diễn giải bi kịch Hy Lạp là sự kết hợp của số phận và sai lầm cá nhân.	 ~~~ őt egyedül, hitvesre, hazára hiába sovárgót ~~~  ~~~ tartóztatta Kalüpszó nimfa, az isteni úrnő	-0.217021
Nghĩa là một kết cục không vui chỉ thành bi kịch khi phẩm chất trí tuệ và đức hạnh của nhân vật chính phải vượt hẳn người thường.	 ~~~ barlang öblös ölén, mivel áhította urául. ~~~ És hogy az esztendők perdültén jött az az év is,	-0.163736
Và từ những biến cố đó người ta phát lộ ra những gì đẹp đẽ nhất của mình.	 ~~~ melyhez az istenek azt szőtték, hogy visszakerüljön ~~~ 	-0.169231
Còn Karl Japers cho rằng ý chí đương đầu và chấp nhận những bóng tối và sụp đổ, những điều sản sinh từ hiểm nguy và nghiêm trọng của cuộc đời vượt quá sự tri nghiệm của con người, chính là tinh thần gây dựng nên văn	már Ithakába, a küzdelmektől nem menekült meg	-0.6
		0.3
	még a szerettei közt sem.	-0.3
	Az isten mind könyörült már	-0.3
		0.3
	rajta; Poszeidáón egyedül gyűlölte szünetlen	-0.3
		0.3
Bên cạnh đó, Iliad và Odyssey còn là những suy tư và chiêm nghiệm của người Hy Lạp cổ đại về mối quan hệ vừa thân thuộc vừa xa lạ giữa con người và vũ trụ, của linh hồn và thế giới, của bên trong và bên	isteni hős Odüsszeuszt, valameddig csak haza nem tért. ~~~ Csakhogy az elment éppen a távoli aithiopokhoz	-0.200526
		0.3
	- kik két részre oszoltan a szélső népe a földnek	-0.3
		0.3
	s hulló napra tekint egy részük, más a kelőre -,	-0.3
		0.3
Phương Tây xem trọng hai bản trường ca này vì chúng là biên niên sử của quá trình tiến hóa của ý thức con người, nhất là ý thức về thời gian.	hogy bárány s bikaáldozatukból kapja a részét. ~~~ Ott ült ő, lakomának örülve, s a többiek ekkor ~~~ 	-0.165591
Điều đặc biệt của quá trình tiến hóa ý thức là nó tiếp tục diễn ra ngay cả khi xác thân đã hoàn tất quá trình biến đổi.	mind az olümposzi Zeusz palotájában gyülekeztek. ~~~ S köztük az emberek, istenek apja fogott a beszédbe;	-0.0587629
Chẳng phải thế mà ta luôn coi vóc dáng cơ thể của	 ~~~ mert gondolt a szivében a gáncstalan Aigiszthoszra, ~~~ 	-0.108
	kit ledöfött Agamemnón sarja, a híres Oresztész; ~~~ 	-0.3
	őrá emlékezve beszélt a haláltalanokhoz:	-0.3
		0.3
	“Jaj, csak örökkön az isteneket vádolja az ember:	-0.3
		0.3
	azt mondják, a csapás mind tőlünk jön, de bizony hogy	-0.3
		0.3
Achilles là hình mẫu cho nam và Helen cho nữ.	ostoba vétkeikért szenvednek a végzeten is túl;	0.286364
Cuộc chiến thành Troy có thể coi như dấu chấm hết cho sự ngây thơ còn sót lại từ thuở hồng hoang.	 ~~~ lám, Aigiszthosz is Átreidész megkért feleségét ~~~  ~~~ sorsa fölött elvette, s a visszajövőt meg is ölte, ~~~ 	-0.244706
Nó kết thúc không phải vì kẻ này mạnh hơn kẻ kia, mà vì có kẻ này “láu cá” hơn kẻ kia.	tudta pedig meredek veszedelmét, hisz megüzentük, ~~~  ~~~ Argoszölő Hermészt küldtük ki, a messzirelátót,	-0.186538
Người quyết định vận mệnh cuộc chiến không ai khác hơn là Odyssey.	 ~~~ hogy le ne döfje a hőst, s feleségét meg sose kérje:	-0.075
Nhưng tại sao một kế hoạch rất “thô sơ” như Con ngựa thành Troy lại có thể thành công?	 ~~~ mert hiszen Átreidészt majd megbosszúlja Oresztész, ~~~ 	-0.183019
Bối cảnh bấy giờ là buổi hoàng hôn của ký ức cộng đồng khi mỗi thành viên có thể nhìn thấy được dòng ý thức của người khác, và khái niệm lừa lọc, hay chính xác hơn là che giấu dòng ý thức cá nhân, hoàn toàn không tồn tại, cho đến khi Odysseus xuất hiện.	rögtön, amint fölserdül s vágyik az otthoni földre. ~~~ Hermeiász megmondta, de Aigiszthosz nem ügyelt rá,	-0.27
Đó chính là mánh khóe đầu tiên trong lịch sử loài người.	 ~~~ bár a tanács jó volt; s most mindért lett lakolása.”	-0.0311321
Nhưng điều đặc biệt và thú vị hơn cả là sự tương tác giữa thần và người trong hai thiên sử thi này.	 ~~~ Így szólt erre az istennő, a bagolyszemü Pallasz:	-0.192857
Các thần Hy Lạp mang hình dáng con người, khác với các nền văn minh đương thời khác như Ai Cập hay Mesopotamian.	 ~~~ “Ó, miatyánk, Kronidész, fejedelmek legmagasabbja, ~~~ 	-0.216667
Họ không phải là những đấng toàn năng vô biên, lại còn mang đầy đủ những thói hư tật xấu như con người.	őt nagyonis méltó végzet teritette a földre; ~~~  ~~~ bárcsak más is ekép pusztulna, ki így cselekednék;	-0.231373
Nhưng điều này lại chính là ý tưởng đột phá vĩ đại: Vũ Trụ mang vẻ đẹp và huyền bí của con người.	 ~~~ csakhogy a bölcs Odüsszeuszért tépi a szívem a bánat, ~~~ 	-0.211111
