MỤC LỤC:	BOCCACCIO	0.24
		0.3
LỜI GIỚI THIỆU	DEKAMERON	0.03
		0.3
TỰA		-0.3
		0.3
BẮT ĐẦU NGÀY THỨ NHẤT CỦA CỦA MƯỜI NGÀY		-0.3
		0.3
TINH THẦN GIA TÔ GIÁO	Fordította: Révay József	0.245455
		0.3
TRƯỜNG HỌC LA MÃ	A verseket Jékely Zoltán fordította	0.075
		0.3
NGỤ NGÔN VỀ BA CÁI NHẪN		-0.3
		0.3
NHÀ VUA ĐÙA GIỠN		-0.3
		0.3
SUY TƯỞNG VỀ KINH PHÚC M		-0.3
		0.3
PHẨM GIÁ CHÍ CAO CỦA NGƯỜI NGHÈO		-0.3
		0.3
MỘT BÍCH HỌA NGỤ Ý	A MEK Egyesület támogatása	0.247826
		0.3
NHÀ VUA LƯỜI		-0.3
		0.3
MỘT THẦY PHẪU THUẬT DÍ DỎM		-0.3
		0.3
NGÀY THỨ HAI CỦA MƯỜI NGÀY		-0.3
		0.3
DY THỪNG TRÊN CỔ		-0.3
		0.3
TRẬN BÃO	Eredeti kiadvány:	0.109091
		0.3
BÊRITÔLA		-0.3
		0.3
VƯƠNG PHI BÁO THÙ	Dekameron / Giovanni Boccaccio	0.157895
		0.3
NHỮNG ĐỒ NỮ TRANG KHÔNG KÍN ĐÁO		-0.3
		0.3
NGÀY THỨ BA CỦA MƯỜI NGÀY	Budapest, Európa, 1975	0.190909
		0.3
VIỆN CUNG NỮ CỦA CHÀNG CM		-0.3
		0.3
ANH COI NGỰA BỞ		-0.3
		0.3
LẤY LẠI ĐƯỢC CHỒNG.	Elektronikus kiadvány a	0.247826
NGÀY THỨ TƯ CỦA MƯỜI NGÀY		-0.3
		0.3
TỰA CHO NGÀY THỨ TƯ CỦA MƯỜI NGÀY	Magyar Elektronikus Könyvtárban:	0.245455
		0.3
THẮNG LỢI CỦA CÁI CHẾT	http://mek.oszk.hu/00300/00334	0.267857
		0.3
NGÀY THỨ NĂM CỦA MƯỜI NGÀY		-0.3
		0.3
NGƯỜI NÔ LỆ TÀI GIỎI		-0.3
		0.3
CUỘC SĂN ĐUỔI ĐỊA NGỤC		-0.3
		0.3
CON CHIM ƯNG		-0.3
		0.3
NGÀY THỨ SÁU CỦA MƯỜI NGÀY ~~~ 	Készült a MEK Egyesület megbízásából.	-0.0308824
	Kérjük, támogassa munkánkat adományokkal vagy az SZJA 1%-ának felajánlásával!	-0.3
MỘT NGƯỜI KỂ CHUYỆN LÚNG TÚNG ~~~ 	A MEK Egyesület adószáma: 18100277-1-41	-0.00394737
ANH BẾP		-0.3
		0.3
KHÔNG GÌ LỪA DỐI HƠN BỘ MẶT	Bankszámlaszáma:	0.0789474
		0.3
ĐÁNH CUỘC	CIB Bank Zrt.	0.275
 ~~~ CÔ NÀNG ÕNG ẸO RỞM	10700464-66140997-51100005	-0.01875
		0.3
NHÀ HIỀN TRIẾT PHÁI ÊPIQUYR	Honlapja: http://mek.oszk.hu/egyesulet/	0.222581
		0.3
NGÀY THỨ BẢY CỦA MƯỜI NGÀY		-0.3
		0.3
CON MA		-0.3
		0.3
TRĂM SỰ NHỜ CÁI THÙNG	Külföldről történő átutalás esetén:	0.096
		0.3
THUỐC TẨY GIUN	SWIFT/BIC kód: CIBHHUHB	0.194118
		0.3
NGƯỜI ĐÀN BÀ CHẾT ĐUỐI	IBAN: HU93-1070-0464-6614-0997-5110-0005	0.2
		0.3
NGÀY THỨ TÁM CỦA MƯỜI NGÀY		-0.3
		0.3
KHÔNG ĐÙA GIỠN VỚI TÌNH YÊU		-0.3
		0.3
NGÀY THỨ CHÍN CỦA MƯỜI NGÀY		-0.3
		0.3
NỮ TU SĨ		-0.3
		0.3
NGƯỜI BỆNH TƯỞNG	Elöljáró beszéd ~~~ 	-0.0142857
		0.3
NGÀY THỨ MƯỜI CỦA MƯỜI NGÀY	KEZDŐDIK A DEKAMERON NEVEZETŰ KÖNYV,	0.291429
		0.3
ÔNG RÔGIÊ	MÁS NEVÉN GALEOTTO HERCEG,	-0.05
		0.3
MỘT KẺ CƯỚP QUÝ TỘC	MELYBEN SZÁZ ELBESZÉLÉS FOGLALTATIK,	0.173077
		0.3
MIT'RIĐAN VÀ NATĂNG	MELYEKET TÍZ NAPON ÁLTAL ELMONDOTT	0.128571
		0.3
VƯỜN TIÊN	HÉT HÖLGY ÉS HÁROM IFJÚ ÚR ~~~ 	-0.173077
		0.3
	Emberség dolga szánakozni azokon, kiket balsors sújtott; és ámbátor ez minden embernek díszére válik, mégis legfőképpen azoknak tartozó kötelességök, kik már magok is vigasztalásra szorultak, s másoktól vigasztalásban részesültek: ha volt valaha valaki, kinek szüksége volt rá, ki sokra becsülte s kinek gyönyörűsége tellett benne, hát itt vagyok egynek mindjárt jómagam.	-0.3
	Mivelhogy ifjú legény koromtól mind ez mostani időmig nemes és magasztos szerelem perzselő tüze lobogott bennem, talán nagyobb lánggal, mintsem hogy illendő volna hitvány semmiségemben szólanom is róla; ámbátor hogy éppen ama jeles elmék, kik hírét vették ím ez dolgomnak, dicsérettel halmoztak érette, s becsületem előttük igen meggyarapodott, mindazáltal keserves kínzatással meg kellett szenvednem miatta, nem ugyan szerelmes hölgyem kegyetlenségének, hanem a keblemben fogantatott pusztító tűznek okán, melyet zabolátlan vágyakozásom vajmi gyengécskén fékezett: mivelhogy pedig semminemű illendő határon bévül nem hagyott nyugtot lelnem, bizony gyakorta kelleténél több gyötrődést zúdított nyakamba, mintsem ínyemre lett volna.	-0.3
	Ilyetén gyötrődésemben néhány barátaim nyájas oktatásai és dicséretes vigasztalásai oly híves enyhülést nyújtottak nekem, hogy nagy-erős hittel vallom: nekik köszönhetem, hogy sikerült megmenekednem a haláltól.	-0.3
	Mindazáltal, mivelhogy így tetszett annak, ki maga véghetetlenségében megtörhetetlen törvényül szabta, hogy minden e világi dolog véges legyen, az én szerelmem is, mely minden szerelmeknél izzóbban lobogott, s melyet sem erősen feltett szándokom, sem a bölcs tanács, sem a nyilvánvaló szégyen, sem a belőle netalán támadó veszedelem nem bírt megtörni vagy meghajlítani, idők múltán maga magától oly igen lelohadott, hogy immár e mostani időre nem maradt belőle egyéb lelkemben, mint ama gyönyörűség, melyet a szerelem annak rendje szerint mindenkinek megad, ki nem merészkedik hajójával túlságosan messzire az ő tengerének sötét vizein: annak okáért most, hogy minden aggságom szertefoszlott, úgy érzem, hogy csupán az édesség maradt meg belőle, holott annak előtte ugyancsak szüntelen marcangolt-gyötört.	-0.3
	Mindazáltal, ámbátor a gyötrelem elmúlott, azért nem halt ki belőlem az annak idején élvezett jótétemények emlékezete, melyekkel azok árasztottak el, kik irányomban tanúsított jóságukban megosztották velem az én gyötrelmeimet; hiszem, hogy ennek emlékezetét nem is oltja ki bennem soha más, ha nem a halál.	-0.3
	És mivelhogy a háládatosság, hitem szerint, minden jelességek között legkivált dicséretes, visszája pedig a legnagyobb hitványság, nehogy háládatlannak nézzenek, feltettem magamban, hogy amennyire csekély erőmből telik, mostan már, hogy szabad embernek mondhatom magamat, viszonzásképpen mindazért, amiben részesültem, némi enyhülést nyújtok, ha nem is éppen azoknak, akik rajtam könnyítettek, hiszen ezeknek jeles értelmök avagy jó szerencséjök miatt talán nincs is rá szükségök, hanem legalább azoknak, kik rászorulnak.	-0.3
	És ámbátor az én támogatásom, avagy vigasztalásom, akárhogy nevezzük is, meglehetősen keveset jelenthet és jelent azoknak, kik rászorulnak, mindazáltal úgy vélem, hogy ím ez vigasztalást leginkább ott kell nyújtanom, hol nyilván legnagyobb szükség van reá, egyfelől, mert ottan hajt legtöbb hasznot, másfelől, mert ottan kedvesebb-kívánatosabb is.	-0.3
	És ki merné kétségbe vonni, hogy e vigasztalást, bárminő légyen is, sokkalta inkább a gyönge nőknek, mint a férfiaknak illendő nyújtanunk? ~~~ A nők remegve és pironkodva rejtegetik gyöngéd keblökben a szerelem titkos lángjait, hogy pedig ezeknek mennyivel nagyobb az erejök, mint a nyíltan lobogó lángoknak, tudják azok, kik próbát tettek benne: és ezenfelül a nők, atyjok, anyjok, bátyjok, férjök akaratja, kénye-kedve, parancsa kényszerűségéből szobájuk négy szűk fala közé zártan töltik idejöket, és szemre ugyan tétlenül üldögélnek, de egyazon órában feltámad meg lelankad bennök az akarat, és különb-különb gondolatokat hánytorgatnak elméjökben, melyek bizony semmi módon nem lehetnek örökké vidámak.	-0.3
	És ha ezeknek során, tüzes sóvárgásuk ösztökéje alatt némi búskomorság lepi meg lelköket, bizonyos, hogy fölöttébb nagy gyötrelmökre fészket ver benne, ha ugyan újabb ösztönzések ki nem szórják onnét: nem is szólván arról, hogy a nők sokkalta gyöngébbek a béketűrésben, mint a férfiak.	-0.3
	Szerelmes férfiakkal ilyesmi nem eshetik, amint nyilván megbizonyosodhatunk felőle. ~~~ A férfiaknak, ha búskomorság, avagy nehéz gond leveri őket, bővében van rá módjuk, hogy megkönnyebbüljenek, avagy lerázzák azt magukról; mivelhogy nekik, ha kedvök tartja, mindig módjuk van benne, hogy őgyelegjenek, változatos dolgokat halljanak és lássanak, madarásszanak, vadásszanak, halásszanak; lovagoljanak, kockázzanak, avagy üzleteket kössenek.	-0.3
