TÁC GIẢ: CHARLES DICKENS	DICKENS	1.1625
		0.3
DỊCH GIẢ: PHAN NGỌC		-0.3
		0.3
NHÀ XUẤT BẢN VĂN HỌC 2007		-0.3
		0.3
NGUỒN: TVE-4U	TWIST OLIVÉR	0.253846
		0.3
		0.3
		0.3
		0.3
		0.3
LỜI GIỚI THIỆU ~~~  ~~~ 	AZ IFJÚSÁG SZÁMÁRA ÁTDOLGOZTA	-0.152381
		0.3
Charles Dickens viết Oliver Twist vào những năm 1837 - 1838.		-0.3
Đây là tác phẩm có giá trị tố cáo mãnh liệt nhất của ông, viết ngay sau tiểu thuyết trào lộng Những truyện phiêu lưu của Pickwick (1837).		-0.3
Oliver Twist mở đầu một loạt trường ca mới của Charles Dickens, trong đó hình ảnh trung tâm là trẻ thơ, tiến triển trong một xã hội mà tuổi thơ bị chà đạp.		-0.3
Điệp khúc mới của loạt trường ca này là: xã hội phải được tổ chức lại để cứu lấy tuổi thơ.		-0.3
Oliver Twist cũng như hầu khắp các tác phẩm của Dickens đều không được xuất bản ngay thành tập.		-0.3
Cuốn sách thoạt đầu được viết theo lối tiểu thuyết xuất bản nhiều kỳ, mỗi kỳ một tháng, gồm ba bốn chương.		-0.3
Để bắt độc giả Anh tháng tháng xếp hàng trước các hiệu sách mua các “số báo” của mình, cách tốt nhất là trình bày nội dung câu chuyện dưới hình thức những cuộc phiêu lưu của nhân vật chính.		-0.3
Chủ đề trung tâm của Oliver Twist do đó là những cuộc phiêu lưu của cậu bé Oliver Twist.		-0.3
Cậu sinh ra ở nhà tế bần.		-0.3
Không cha không mẹ, bị đối xử tàn tệ, bị trao cho một người làm nghề kinh doanh đám ma.		-0.3
Vì bị ngược đãi, cậu bỏ trốn đến London, nhưng lại rơi vào tay một lũ ăn trộm, móc túi.		-0.3
Chúng tìm mọi cách lôi kéo cậu vào bè lũ của chúng trái với ý muốn của cậu là sống một cuộc đời lương thiện.		-0.3
Và cuộc phiêu lưu cứ tiếp diễn.		-0.3
Cụ Brownlow nhân từ kéo cậu khỏi tay bọn ăn trộm để đưa cậu vào cuộc đời mới trong sạch, hợp với nguyện vọng của cậu.		-0.3
Nhưng bọn ăn trộm dưới sự chỉ huy của lão Fagin lại bắt cậu về trao cho một tên ăn trộm táo tợn là Sikes, bắt cậu lẻn vào các nhà mở cửa cho nó vào.		-0.3
Lần này cậu bị bắn bị thương rồi lại được một bà nhân từ cứu vớt.		-0.3
Đời cậu tưởng thế là yên không ngờ xuất hiện một kẻ thù mới là Monks, người anh cùng cha khác mẹ.		-0.3
Để làm nhục cậu, hắn câu kết với Fagin tìm cách bắt cậu lại để buộc cậu phải sống cuộc đời ăn cắp.		-0.3
Những mưu mô khác lại được tiến hành, nhưng nhờ lòng thương của Nancy, một cô gái ăn trộm, kết hợp với lòng tận tình của những con người tốt, sẵn lòng giúp cậu, cuối cùng Oliver Twist được sung sướng và bọn tàn ác bị trừng trị.		-0.3
Chủ đề ấy thực ra không có gì mới. ~~~ Sở dĩ tác phẩm này đã lôi cuốn hàng triệu người suốt gần hai trăm năm nay là vì ở đây tác giả đã khéo phối hợp yếu tố hiện thực của thời đại mới với cái hương vị của cổ tích khiến người đọc lạc vào một thế giới trong đó huyền thoại đan chéo với thực tế, câu chuyện vừa là câu chuyện trước mắt lại vừa là một chuyện ngàn xưa. ~~~ Biệt tài của Dickens mà không ai bắt chước được chính là ở đó. ~~~ Mặt hiện thực của tác phẩm là hiển nhiên.		-0.3
Tác giả phơi bày chân thực và cụ thể toàn bộ cái xã hội gồm những bọn lưu manh, trộm cắp, giết người trong một bức tranh rùng rợn, đúng như thực tế.		-0.3
Tác giả viết tác phẩm “không che giấu dù chỉ là một lỗ thủng ở cái áo ngoài của Cáo hay một đoạn giấy uốn tóc trên đầu tóc bơ phờ của Nancy” như chính tác giả đã tuyên bố ở Lời tựa.		-0.3
Sau khi đã viết một tác phẩm hài hước bất tử sánh ngang với Don Quixote là Những truyện phiêu lưu của Pickwick, tác giả chuyển sang đề tài phơi bày sự thực xấu xa của xã hội để đòi hỏi phải sửa đổi lại nó cho phù hợp với tư tưởng nhân đạo.		-0.3
Bức tranh cái sào huyệt của bọn trộm cắp, những quan hệ tàn nhẫn giữa chúng với nhau, giữa Fagin với Sikes, giữa Sikes với Nancy là thực tế.		-0.3
Bức tranh vẽ lên chế độ “từ thiện” của nhà tế bần, trong đó việc Oliver Twist “xin ăn thêm” một thìa cháo được xem là một hành động của quỷ sứ cũng không có chút gì biếm họa.		-0.3
Những đoạn tố cáo chế độ giả nhân giả nghĩa của nhà thờ, sự tàn nhẫn của triết học tư sản đương thời, cuộc sống cùng cực của những người nghèo khổ đều là sự thực.		-0.3
Người ta có thể ngạc nhiên tại sao những lời tố cáo khắc nghiệt như vậy vẫn không hề bị cấm đoán mà trái lại, tác giả vẫn được chấp nhận.		-0.3
Giai cấp tư sản không sợ những lời phê phán, chỉ yêu cầu cải cách vì nó gieo vào lòng người niềm tin là tuy chế độ này có những người xấu, những mặt xấu nhưng người ta vẫn có thể sửa chữa được những điều ấy chứ không cần phải lật đổ nó bằng cách mạng.		-0.3
Chế độ tư bản vẫn quen dùng những biện pháp cải lương để lừa bịp nhân dân và bảo vệ mình.		-0.3
Chỗ hạn chế của Dickens chính là ở đấy: ông chỉ là một người cải lương.		-0.3
Nhưng ngay cái mặt hiện thực cũng mang dấu ấn của cổ tích.		-0.3
Lão Fagin giống như một tên phù thủy, bọn Cáo và Charley Bates mang hình dáng những chú tiểu yêu, Sikes là một con quỷ dưới địa ngục.		-0.3
Nancy nhắc ta nhớ đến những cô con gái của các mụ phù thủy, vẫn còn một chút tình thương với kẻ bất hạnh.		-0.3
Còn Monks? ~~~ Đằng sau cái vẻ hiện đại của những bất hòa trong gia đình, của chuyện tranh chấp gia tài, anh ta vẫn mang dáng dấp một nhân vật điển hình của cổ tích: đó là đứa con cùng cha khác mẹ, tìm mọi cách hãm hại con người cùng máu mủ với mình vì không thể chấp nhận người kia sống lương thiện và sung sướng. ~~~ Những người tốt như cụ Brownlow, bà Maylie, cô Maylie, v.v.		-0.3
vừa là người thực, vừa mang bóng dáng những con người của chuyện cổ gần giống như những ông thần thiện.		-0.3
Khi đã xây dựng câu chuyện theo bố cục này, nhân vật không thể tránh khỏi cái vẻ dường như giản đơn.		-0.3
Bạn đọc quen với tiểu thuyết hiện đại có thể thấy ở đây đó những nét hoặc mang tính biếm họa, hoặc mang màu sắc lý tưởng hóa.		-0.3
Nhưng một bút pháp có cả chỗ yếu lẫn chỗ mạnh.		-0.3
Bút pháp của Dickens đem lại cho tác phẩm ông cái hương vị của cổ tích, ta đọc nó thấy vừa mới lại vừa quen, ta không hiểu tại sao dù đã đọc hàng chục lần ta vẫn muốn đọc lại.		-0.3
Câu chuyện vừa có vẻ xảy ra trước mắt lại vừa giống như một tấn kịch muôn đời.		-0.3
Ngay cả cái sắc thái phê phán của nó cũng thế.		-0.3
Cuộc nổi dậy của các nhân vật mang tính chất cổ tích.		-0.3
Đó là cuộc nổi dậy của kẻ yếu chống lại người mạnh, của công bằng, nhân đạo chống lại bất công và vô nhân đạo.		-0.3
Con người yếu nhất là đứa trẻ thơ.		-0.3
Dickens bênh vực trẻ thơ để qua đó bênh vực kẻ yếu, công bằng và nhân đạo.		-0.3
Cái nhìn của trẻ thơ vào xã hội dĩ nhiên không thể là đúng hẳn, nhưng người đọc dễ đàng thông cảm với những lệch lạc của nó, vì đó là cái nhìn của trẻ thơ.		-0.3
Dickens trả lại cho ta cái nhìn của trẻ thơ mà ta thường bỏ mất.		-0.3
Cuộc đời với những trắc trở của nó có khi khiến ta trở thành ngờ vực, mất cái nhìn ngây thơ dễ tin, lạc quan ta vẫn ôm ấp thời thơ bé.		-0.3
Nghệ thuật Dickens đem lại cho ta điều bù đắp ấy.		-0.3
Cho nên cậu bé đọc Oliver Twist thì mê theo kiểu cổ tích, người già đọc Oliver Twist càng mê hơn vì tâm hồn mình trẻ lại bất chấp thời gian.		-0.3
Khi đã viết tiểu thuyết theo bút pháp này thì tiểu thuyết sẽ không phải là tiểu thuyết của một nhân vật, một sự việc, một tâm trạng, một biến cố.		-0.3
Đan xen vào những cuộc phiêu lưu của nhân vật chính có hai tuyến người.		-0.3
Một bên là những kẻ ác ra sức hãm hại nhân vật chính, một bên là những người thích tìm mọi cách cứu vớt anh ta.		-0.3
Bên này đưa ra âm mưu này, lập tức bên kia có biện pháp chống đỡ.		-0.3
Cứ mỗi số báo phải có một âm mưu, một xung đột, một cuộc va chạm bởi vì không có cái đó thì số báo này chết và toàn bộ tiểu thuyết sẽ không bán được.		-0.3
Tiến trình của câu chuyện, do đó, là những âm mưu, những xung đột quyện vào nhau, âm mưu này chưa xong, âm mưu khác đã đến.		-0.3
Oliver vừa sống yên ổn ở nhà bà Maylie đã xuất hiện Monks. ~~~ Monks vừa mới ném cái tang vật duy nhất chứng tỏ nguồn gốc của Oliver thì Nancy đã nghe lỏm được câu chuyện, vân vân... Một nghệ thuật rất quan trọng trong bút pháp này là đừng để cho xung đột trở nên quá căng quá mạnh, khi chưa đến cuối sách, vì nếu xảy ra tình trạng này, câu chuyện sẽ lâm nguy: lấy gì mà nói tiếp để thu hút độc giả?		-0.3
Do đó, đến một đoạn căng, lập tức phải chuyển sang một chuyện khác và chuyện kể của Dickens mang tính chất hình ghép chứ không phải theo lối đơn tuyến.		-0.3
Biện pháp này chính là biện pháp chủ đạo của mọi tiểu thuyết chương hồi, hay của sử thi cổ.		-0.3
Khi một tác giả thành thạo biện pháp này, ta có thể đọc tiểu thuyết bắt đầu bằng bất cứ đoạn nào, không cần biết đoạn trước vẫn đọc được đoạn sau.		-0.3
Bạn đọc Việt Nam có kinh nghiệm này khi đọc Hoàng Lê nhất thống chí.		-0.3
Bạn đọc có thể kiểm tra điều này khi đọc Oliver Twist.		-0.3
Con người đọc Dickens lập tức bị hút vào câu chuyện.		-0.3
Sự thu hút này rất khác sự thu hút của các tiểu thuyết hiện thực khác.		-0.3
Các tiểu thuyết hiện thực khác thu hút ta bởi cái mới.		-0.3
Ở Oliver Twist cả cái mới cả cái cũ thu hút ta.		-0.3
Cái mới nằm trong sự kiện, cái cũ nằm trong quan hệ.		-0.3
Có cái gì đó rất quen thuộc bắt ta phải nghiện Dickens: cuộc đấu tranh giữa thiện và ác, giữa chính nghĩa và phi nghĩa, lòng khao khát hạnh phúc ở ngay cái thế giới này cho những con người trung thực.		-0.3
Dickens báo trước tiểu thuyết huyền thoại nửa cuối thế kỷ XX, nhưng dựa trên một cái nhìn khác hẳn: đây là cái nhìn tin tưởng, lạc quan, tin vào chân lý, vào sức mạnh của chính nghĩa.		-0.3
Tiếng nói mới của Oliver Twist chính là ở đấy.		-0.3
Tác phẩm bất tử cũng vì thế. ~~~ Tính nhân dân của tác phẩm là ở đấy, bởi vì nét tiêu biểu của văn học dân gian - văn học của nhân dân lao động - là tinh thần lạc quan.		-0.3
PHAN NGỌC	CSÁNK ENDRE	0.272727
		0.3
		0.3
		0.3
		0.3
		0.3
LỜI TỰA CỦA TÁC GIẢ	FRANKLIN-TÁRSULAT KIADÁSA.	0.264
	BUDAPEST	-0.3
		-0.3
		0.3
		0.3
		0.3
Có một thời người ta cho rằng chọn một vài nhân vật trong quyển truyện này từ cái cư dân tội lỗi nhất và sa đoạ nhất của London là một chuyện thô bạo và chướng tai gai mắt.		-0.3
Nhưng khi viết quyển sách này, vì tôi thấy không có lý do gì cản trở không cho những cặn bã của xã hội (miễn là lối nói năng của họ nghe không chướng tai) giúp ích cho con người chẳng kém gì cái phần tinh hoa của nó, cho nên tôi dám tin chắc rằng cái thời đó sẽ không phải là “muôn đời” hay thậm chí sẽ không phải là một thời gian dài. ~~~ Tôi đã nhìn thấy nhiều lý do vững chắc để tiếp tục con đường đã đi.		-0.3
Tôi đã đọc hàng chục quyển sách nói về bọn trộm cắp: những con người hấp dẫn (phần lớn đáng yêu) ăn mặc chải chuốt, túi đầy tiền, sành sỏi về ngựa, cử chỉ táo bạo, may mắn trong chuyện tán tỉnh, hát hay, đánh bài, uống rượu hay chơi xúc xắc đều cừ cả và đáng mặt làm bạn với những người anh dũng nhất.		-0.3
Nhưng tôi chưa bao giờ gặp (trừ phi ở Hogarth)[1] cái hiện thực thảm hại. ~~~ Tôi cho rằng vẽ lên một lũ đã cấu kết với nhau gây tội ác như chúng tồn tại trong thực tế, miêu tả chúng trong tất cả tình trạng xấu xa, trong tất cả tình trạng khốn nạn của chúng, trong tất cả cuộc sông nghèo khổ thảm hại của chúng, nêu chúng lên hệt như trong thực tế, luôn luôn lo lắng lẩn tránh qua những con đường nhơ bẩn nhất của cuộc đời, và dù có quay mặt về phía nào thì cái giá treo cổ đen ngòm cũng vẫn chặn đứng mọi hy vọng, tôi cho rằng làm thế sẽ là cố gắng làm một điều cần thiết và sẽ giúp ích cho xã hội.		-0.3
Và tôi đã cố hết sức làm thế.	 ~~~ A MEK EGYESÜLET TÁMOGATÁSA	-0.0362069
Trong tất cả những quyển sách tôi được biết, miêu tả những tính cách như vậy, bao giờ họ cũng khoác cho chúng cái vẻ lôi cuốn và hấp dẫn.		-0.3
Ngay cả trong Nhạc kịch của người ăn xin[2], bọn trộm cắp đã được miêu tả như là sống một cuộc đời đáng được thèm muốn nữa kia: Machit với tất cả cái vẻ hấp dẫn của người chỉ huy và do giành được lòng tận tụy của người con gái xinh đẹp nhất và là nhân vật duy nhất trong trắng trong vở kịch, đáng được cho các khán giả yếu lòng thán phục và noi gương chẳng kém bất cứ ông lớn nào khoác lễ phục đỏ, đã mua được - như Vonltaire nói - cái quyền chỉ huy vài ba ngàn người và cầm đầu họ để đương đầu với cái chết.		-0.3
Câu hỏi của Johnson nêu lên, liệu có kẻ nào dám trở thành trộm cắp vì Machit được hoãn xử án không, theo tôi là không đúng vấn đề.		-0.3
Tôi tự hỏi liệu có ai nản chí không dám trở thành trộm cắp vì Macheath bị kết án tử hình, và vì có Peachum và Lockit không, và khi nhớ lại cuộc đời náo động của viên đại uý, cái vẻ ngoài lộng lẫy, những thành công rực rỡ, những lợi thế mạnh mẽ của y, tôi dám chắc rằng những kẻ thiên về lối sống này không ai xem đó là một lời cảnh cáo, hay có thể nhìn thấy trong vở kịch này cái gì khác ngoài một con đường đầy hoa và thú vị, tuy với thời gian sẽ đưa cái tham vọng đáng kính ấy đến giá treo cổ. ~~~ Thực ra, trong khi châm biếm xã hội một cách dí dỏm.		-0.3
Gây nhằm một đối tượng chung, và điều đó khiến cho ông không hề nghĩ đến chuyện nêu gương cho ai về mặt này; trái lại ông nhằm những mục tiêu khác quan trọng hơn.		-0.3
Ta cũng có thể nói như vậy về quyển tiểu thuyết tuyệt diệu và có sức lôi cuốn mạnh mẽ của huân tước Edward Bulwer là Paul Clifford[3], một tác phẩm không thể nào xem là mảy may liên quan với cái phần của chủ đề tôi đề cập ở trên.		-0.3
Trong những trang đó, cuộc sống hàng ngày của một thằng ăn cắp được miêu tả thành một lối sống như thế nào?		-0.3
Nó có gì là hấp dẫn đối với những người trẻ và có thiên hướng xấu; có gì là lôi cuốn đối với những thanh niên đầu óc ngốc nghếch nhất?		-0.3
Ở đây không có chuyện phi ngựa trên những bãi cỏ hoang vu dưới ánh trăng, không có tiệc tùng gì trong những hang đá ấm cúng nhất đời, không có y phục hấp dẫn thêu hoa, viền đăng ten, không có giày ủng, không có áo ngoài đỏ thẫm, viền đăng ten tổ ong, không có gì là táo tợn và tự do nhan nhản trên “đường đi” từ thời xa xưa.		-0.3
Những đường phố London lạnh lẽo, ướt át, đêm khuya không nơi trú ẩn, những nhà ổ chuột hôi thối, bẩn thỉu, ở đấy những con người hư hỏng chen chúc nhau chặt cứng không có chỗ để cựa mình, nơi trú ẩn của đói khổ và bệnh tật những bộ quần áo bệ rạc, rách rưới cứ chực toạc ra, những điều ấy có gì là hấp dẫn kia chứ?		-0.3
Tuy vậy, có những con người bản tính tế nhị và thanh lịch đến nỗi không tài nào có thể ngắm nhìn những cảnh khủng khiếp như vậy.		-0.3
Không phải họ quay lưng với tội ác một cách bản năng, nhưng những nhân vật phạm tội, muốn hợp với thị hiếu của họ, phải được tô điểm tế nhị cũng như những món ăn của họ.		-0.3
Một anh chàng Maccaroni mặc gilê nhung xanh[4] là một nhân vật lôi cuốn, nhưng một gã Sikes mặc áo vải bông thô là không thể chịu đựng nổi.		-0.3
Một bà Maccaroni do mặc váy lót và y phục cải trang ngộ nghĩnh, nên xứng đáng được bắt chước trong những hoạt cảnh và được miêu tả trong những tranh in đá tô điểm những bài hát thú vị; nhưng một cô Nancy vì mặc áo dài bằng vải và quàng khăn rẻ tiền cho nên không thể chấp nhận được.		-0.3
Người ta ngạc nhiên tại sao Đạo đức lại lẩn tránh những cái tất bẩn thỉu và Tội lỗi một khi kết hợp với đăng ten và bộ cánh hấp dẫn liền thay đổi tên chẳng khác các cô gái khi lấy chồng, trở thành câu chuyện lãng mạn.		-0.3
